Turn Number,Game 1 Player 1,Game 1 Player 2,Game 2 Player 1,Game 2 Player 2,Game 3 Player 1,Game 3 Player 2,Game 4 Player 1,Game 4 Player 2,Game 5 Player 1,Game 5 Player 2,Game 6 Player 1,Game 6 Player 2,Game 7 Player 1,Game 7 Player 2,Game 8 Player 1,Game 8 Player 2,Game 9 Player 1,Game 9 Player 2,Game 10 Player 1,Game 10 Player 2,Game 11 Player 1,Game 11 Player 2,Game 12 Player 1,Game 12 Player 2,Game 13 Player 1,Game 13 Player 2,Game 14 Player 1,Game 14 Player 2,Game 15 Player 1,Game 15 Player 2,Game 16 Player 1,Game 16 Player 2,Game 17 Player 1,Game 17 Player 2,Game 18 Player 1,Game 18 Player 2,Game 19 Player 1,Game 19 Player 2,Game 20 Player 1,Game 20 Player 2,Game 21 Player 1,Game 21 Player 2,Game 22 Player 1,Game 22 Player 2,Game 23 Player 1,Game 23 Player 2,Game 24 Player 1,Game 24 Player 2,Game 25 Player 1,Game 25 Player 2,Game 26 Player 1,Game 26 Player 2,Game 27 Player 1,Game 27 Player 2,Game 28 Player 1,Game 28 Player 2,
Turn 1070,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 27, 25, 0, 52, 0, 52, 0, 52, 10, 42, 11, 41, 52, 0, 23, 29, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1071,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 26, 26, 0, 52, 0, 52, 0, 52, 10, 42, 8, 44, 52, 0, 22, 30, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1072,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 27, 25, 0, 52, 0, 52, 0, 52, 11, 41, 9, 43, 52, 0, 21, 31, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1073,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 26, 26, 0, 52, 0, 52, 0, 52, 10, 42, 7, 45, 52, 0, 22, 30, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1074,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 9, 43, 7, 45, 52, 0, 23, 29, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 29, 23, 52, 0, 52, 0, 0, 52, 
Turn 1075,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 8, 44, 8, 44, 52, 0, 22, 30, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1076,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 8, 44, 7, 45, 52, 0, 19, 33, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1077,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 8, 44, 5, 47, 52, 0, 18, 34, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1078,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 9, 43, 5, 47, 52, 0, 17, 35, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1079,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 8, 44, 6, 46, 52, 0, 15, 37, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1080,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 7, 45, 6, 46, 52, 0, 15, 37, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1081,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 26, 26, 0, 52, 0, 52, 0, 52, 7, 45, 6, 46, 52, 0, 16, 36, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1082,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 7, 45, 7, 45, 52, 0, 17, 35, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1083,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 26, 26, 0, 52, 0, 52, 0, 52, 8, 44, 6, 46, 52, 0, 18, 34, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1084,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 27, 25, 0, 52, 0, 52, 0, 52, 6, 46, 6, 46, 52, 0, 19, 33, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1085,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 26, 26, 0, 52, 0, 52, 0, 52, 6, 46, 6, 46, 52, 0, 18, 34, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1086,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 27, 25, 0, 52, 0, 52, 0, 52, 7, 45, 7, 45, 52, 0, 17, 35, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1087,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 26, 26, 0, 52, 0, 52, 0, 52, 6, 46, 6, 46, 52, 0, 21, 31, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1088,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 4, 48, 4, 48, 52, 0, 21, 31, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1089,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 4, 48, 4, 48, 52, 0, 22, 30, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1090,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 5, 47, 5, 47, 52, 0, 23, 29, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1091,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 7, 45, 3, 49, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1092,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 7, 45, 3, 49, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1093,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 8, 44, 5, 47, 52, 0, 24, 28, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1094,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 7, 45, 5, 47, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1095,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 9, 43, 6, 46, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1096,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 9, 43, 6, 46, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1097,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 10, 42, 6, 46, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1098,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 9, 43, 7, 45, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1099,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 20, 32, 0, 52, 0, 52, 0, 52, 10, 42, 6, 46, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1100,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 10, 42, 4, 48, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1101,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 10, 42, 4, 48, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1102,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 11, 41, 5, 47, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1103,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 10, 42, 5, 47, 52, 0, 24, 28, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1104,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 25, 27, 0, 52, 0, 52, 0, 52, 11, 41, 5, 47, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1105,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 12, 40, 6, 46, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1106,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 10, 42, 8, 44, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1107,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 10, 42, 8, 44, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1108,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 9, 43, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 21, 31, 52, 0, 52, 0, 0, 52, 
Turn 1109,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 12, 40, 12, 40, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1110,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 12, 40, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1111,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 12, 40, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1112,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 13, 39, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1113,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 12, 40, 12, 40, 52, 0, 30, 22, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1114,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 11, 41, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1115,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 10, 42, 12, 40, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1116,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 9, 43, 13, 39, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1117,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 11, 41, 11, 41, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1118,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 11, 41, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1119,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 12, 40, 12, 40, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 22, 30, 52, 0, 52, 0, 0, 52, 
Turn 1120,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 11, 41, 11, 41, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 23, 29, 52, 0, 52, 0, 0, 52, 
Turn 1121,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 10, 42, 12, 40, 52, 0, 30, 22, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1122,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 9, 43, 13, 39, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1123,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 9, 43, 13, 39, 52, 0, 31, 21, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1124,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 9, 43, 13, 39, 52, 0, 31, 21, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1125,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 10, 42, 14, 38, 52, 0, 32, 20, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1126,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 9, 43, 13, 39, 52, 0, 31, 21, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 29, 23, 52, 0, 52, 0, 0, 52, 
Turn 1127,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 8, 44, 10, 42, 52, 0, 32, 20, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1128,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 10, 42, 11, 41, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 29, 23, 52, 0, 52, 0, 0, 52, 
Turn 1129,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 20, 32, 0, 52, 0, 52, 0, 52, 10, 42, 9, 43, 52, 0, 30, 22, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1130,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 19, 33, 0, 52, 0, 52, 0, 52, 11, 41, 9, 43, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 29, 23, 52, 0, 52, 0, 0, 52, 
Turn 1131,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 18, 34, 0, 52, 0, 52, 0, 52, 12, 40, 10, 42, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 28, 24, 52, 0, 52, 0, 0, 52, 
Turn 1132,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 15, 37, 0, 52, 0, 52, 0, 52, 13, 39, 9, 43, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 27, 25, 52, 0, 52, 0, 0, 52, 
Turn 1133,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 14, 38, 0, 52, 0, 52, 0, 52, 11, 41, 10, 42, 52, 0, 26, 26, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1134,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 16, 36, 0, 52, 0, 52, 0, 52, 11, 41, 10, 42, 52, 0, 27, 25, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1135,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 16, 36, 0, 52, 0, 52, 0, 52, 12, 40, 10, 42, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1136,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 17, 35, 0, 52, 0, 52, 0, 52, 11, 41, 11, 41, 52, 0, 29, 23, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1137,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 18, 34, 0, 52, 0, 52, 0, 52, 10, 42, 10, 42, 52, 0, 28, 24, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1138,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 19, 33, 0, 52, 0, 52, 0, 52, 12, 40, 13, 39, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1139,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 20, 32, 0, 52, 0, 52, 0, 52, 12, 40, 13, 39, 52, 0, 24, 28, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1140,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 21, 31, 0, 52, 0, 52, 0, 52, 13, 39, 13, 39, 52, 0, 25, 27, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1141,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 22, 30, 0, 52, 0, 52, 0, 52, 14, 38, 14, 38, 52, 0, 24, 28, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 26, 26, 52, 0, 52, 0, 0, 52, 
Turn 1142,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 13, 39, 13, 39, 52, 0, 23, 29, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1143,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 14, 38, 12, 40, 52, 0, 22, 30, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
Turn 1144,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 23, 29, 0, 52, 0, 52, 0, 52, 12, 40, 11, 41, 52, 0, 21, 31, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 25, 27, 52, 0, 52, 0, 0, 52, 
Turn 1145,52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 24, 28, 0, 52, 0, 52, 0, 52, 12, 40, 10, 42, 52, 0, 23, 29, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 52, 0, 0, 52, 0, 52, 0, 52, 24, 28, 52, 0, 52, 0, 0, 52, 
