Turn Number,Game 1 Player 1,Game 1 Player 2,Game 2 Player 1,Game 2 Player 2,Game 3 Player 1,Game 3 Player 2,Game 4 Player 1,Game 4 Player 2,Game 5 Player 1,Game 5 Player 2,Game 6 Player 1,Game 6 Player 2,Game 7 Player 1,Game 7 Player 2,Game 8 Player 1,Game 8 Player 2,Game 9 Player 1,Game 9 Player 2,Game 10 Player 1,Game 10 Player 2,Game 11 Player 1,Game 11 Player 2,Game 12 Player 1,Game 12 Player 2,Game 13 Player 1,Game 13 Player 2,Game 14 Player 1,Game 14 Player 2,Game 15 Player 1,Game 15 Player 2,Game 16 Player 1,Game 16 Player 2,Game 17 Player 1,Game 17 Player 2,Game 18 Player 1,Game 18 Player 2,Game 19 Player 1,Game 19 Player 2,Game 20 Player 1,Game 20 Player 2,Game 21 Player 1,Game 21 Player 2,Game 22 Player 1,Game 22 Player 2,Game 23 Player 1,Game 23 Player 2,Game 24 Player 1,Game 24 Player 2,Game 25 Player 1,Game 25 Player 2,Game 26 Player 1,Game 26 Player 2,Game 27 Player 1,Game 27 Player 2,Game 28 Player 1,Game 28 Player 2,
Turn 0,26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 
Turn 1,26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 
Turn 2,27, 25, 27, 25, 27, 25, 27, 25, 27, 25, 25, 27, 27, 25, 25, 27, 27, 25, 27, 25, 25, 27, 25, 27, 27, 25, 27, 25, 27, 25, 27, 25, 25, 27, 25, 27, 27, 25, 25, 27, 27, 25, 27, 25, 27, 25, 21, 31, 25, 27, 27, 25, 25, 27, 25, 27, 
Turn 3,28, 24, 26, 26, 28, 24, 30, 22, 26, 26, 26, 26, 26, 26, 26, 26, 28, 24, 26, 26, 26, 26, 28, 24, 26, 26, 26, 26, 28, 24, 26, 26, 24, 28, 26, 26, 28, 24, 24, 28, 26, 26, 28, 24, 28, 24, 20, 32, 26, 26, 26, 26, 24, 28, 26, 26, 
Turn 4,27, 25, 27, 25, 29, 23, 31, 21, 27, 25, 25, 27, 25, 27, 25, 27, 27, 25, 27, 25, 27, 25, 29, 23, 25, 27, 27, 25, 27, 25, 25, 27, 25, 27, 25, 27, 29, 23, 23, 29, 25, 27, 27, 25, 29, 23, 21, 31, 25, 27, 25, 27, 23, 29, 27, 25, 
Turn 5,26, 26, 26, 26, 28, 24, 32, 20, 26, 26, 24, 28, 26, 26, 26, 26, 28, 24, 26, 26, 28, 24, 28, 24, 26, 26, 28, 24, 28, 24, 26, 26, 26, 26, 30, 22, 30, 22, 24, 28, 24, 28, 28, 24, 30, 22, 20, 32, 26, 26, 26, 26, 24, 28, 28, 24, 
Turn 6,25, 27, 27, 25, 27, 25, 31, 21, 27, 25, 23, 29, 27, 25, 25, 27, 27, 25, 27, 25, 29, 23, 27, 25, 27, 25, 27, 25, 27, 25, 25, 27, 25, 27, 29, 23, 31, 21, 25, 27, 25, 27, 27, 25, 31, 21, 19, 33, 27, 25, 25, 27, 23, 29, 27, 25, 
Turn 7,24, 28, 26, 26, 26, 26, 30, 22, 28, 24, 22, 30, 28, 24, 24, 28, 28, 24, 26, 26, 30, 22, 28, 24, 24, 28, 26, 26, 26, 26, 26, 26, 26, 26, 28, 24, 32, 20, 26, 26, 26, 26, 28, 24, 30, 22, 16, 36, 28, 24, 24, 28, 24, 28, 26, 26, 
Turn 8,23, 29, 25, 27, 23, 29, 31, 21, 27, 25, 21, 31, 29, 23, 23, 29, 27, 25, 25, 27, 29, 23, 27, 25, 23, 29, 25, 27, 27, 25, 25, 27, 25, 27, 29, 23, 33, 19, 27, 25, 27, 25, 27, 25, 31, 21, 17, 35, 27, 25, 23, 29, 21, 31, 25, 27, 
Turn 9,24, 28, 26, 26, 24, 28, 30, 22, 26, 26, 22, 30, 28, 24, 24, 28, 26, 26, 26, 26, 30, 22, 26, 26, 22, 30, 26, 26, 26, 26, 24, 28, 24, 28, 28, 24, 32, 20, 26, 26, 26, 26, 26, 26, 32, 20, 16, 36, 28, 24, 24, 28, 20, 32, 24, 28, 
Turn 10,23, 29, 27, 25, 25, 27, 29, 23, 27, 25, 23, 29, 27, 25, 23, 29, 25, 27, 27, 25, 27, 25, 27, 25, 21, 31, 27, 25, 27, 25, 23, 29, 23, 29, 29, 23, 33, 19, 25, 27, 27, 25, 27, 25, 33, 19, 15, 37, 27, 25, 25, 27, 21, 31, 25, 27, 
Turn 11,24, 28, 26, 26, 26, 26, 30, 22, 28, 24, 24, 28, 28, 24, 22, 30, 26, 26, 30, 22, 28, 24, 26, 26, 20, 32, 28, 24, 26, 26, 22, 30, 24, 28, 28, 24, 34, 18, 26, 26, 26, 26, 26, 26, 32, 20, 15, 37, 28, 24, 24, 28, 22, 30, 26, 26, 
Turn 12,23, 29, 27, 25, 25, 27, 26, 26, 28, 24, 27, 25, 27, 25, 21, 31, 29, 23, 29, 23, 32, 20, 25, 27, 21, 31, 29, 23, 25, 27, 23, 29, 25, 27, 28, 24, 31, 21, 25, 27, 25, 27, 25, 27, 31, 21, 15, 37, 29, 23, 23, 29, 23, 29, 27, 25, 
Turn 13,24, 28, 26, 26, 25, 27, 26, 26, 28, 24, 29, 23, 26, 26, 20, 32, 29, 23, 29, 23, 32, 20, 25, 27, 23, 29, 31, 21, 26, 26, 22, 30, 24, 28, 28, 24, 31, 21, 26, 26, 26, 26, 26, 26, 30, 22, 16, 36, 28, 24, 24, 28, 21, 31, 28, 24, 
Turn 14,24, 28, 26, 26, 25, 27, 27, 25, 29, 23, 29, 23, 26, 26, 20, 32, 29, 23, 29, 23, 33, 19, 25, 27, 23, 29, 31, 21, 26, 26, 22, 30, 26, 26, 29, 23, 31, 21, 28, 24, 26, 26, 28, 24, 30, 22, 17, 35, 28, 24, 26, 26, 21, 31, 32, 20, 
Turn 15,24, 28, 26, 26, 26, 26, 28, 24, 30, 22, 30, 22, 26, 26, 20, 32, 30, 22, 30, 22, 32, 20, 24, 28, 22, 30, 28, 24, 26, 26, 22, 30, 26, 26, 30, 22, 32, 20, 28, 24, 26, 26, 28, 24, 30, 22, 16, 36, 28, 24, 26, 26, 22, 30, 32, 20, 
Turn 16,25, 27, 27, 25, 25, 27, 27, 25, 29, 23, 31, 21, 27, 25, 21, 31, 27, 25, 31, 21, 31, 21, 23, 29, 23, 29, 27, 25, 27, 25, 23, 29, 27, 25, 31, 21, 31, 21, 29, 23, 25, 27, 29, 23, 31, 21, 17, 35, 29, 23, 27, 25, 23, 29, 33, 19, 
Turn 17,24, 28, 28, 24, 26, 26, 26, 26, 28, 24, 32, 20, 26, 26, 20, 32, 26, 26, 30, 22, 32, 20, 22, 30, 22, 30, 26, 26, 28, 24, 22, 30, 28, 24, 32, 20, 30, 22, 28, 24, 24, 28, 28, 24, 32, 20, 18, 34, 30, 22, 26, 26, 24, 28, 34, 18, 
Turn 18,25, 27, 25, 27, 29, 23, 27, 25, 29, 23, 31, 21, 27, 25, 21, 31, 25, 27, 31, 21, 31, 21, 23, 29, 21, 31, 25, 27, 29, 23, 23, 29, 29, 23, 31, 21, 31, 21, 29, 23, 25, 27, 29, 23, 33, 19, 14, 38, 29, 23, 27, 25, 25, 27, 33, 19, 
Turn 19,26, 26, 26, 26, 30, 22, 26, 26, 30, 22, 32, 20, 26, 26, 20, 32, 26, 26, 32, 20, 32, 20, 22, 30, 24, 28, 26, 26, 30, 22, 24, 28, 28, 24, 30, 22, 32, 20, 28, 24, 24, 28, 28, 24, 34, 18, 14, 38, 30, 22, 26, 26, 24, 28, 32, 20, 
Turn 20,25, 27, 27, 25, 27, 25, 25, 27, 31, 21, 31, 21, 27, 25, 19, 33, 27, 25, 33, 19, 33, 19, 23, 29, 21, 31, 25, 27, 29, 23, 25, 27, 31, 21, 29, 23, 33, 19, 29, 23, 25, 27, 27, 25, 33, 19, 15, 37, 29, 23, 27, 25, 25, 27, 31, 21, 
Turn 21,24, 28, 30, 22, 26, 26, 26, 26, 30, 22, 32, 20, 26, 26, 18, 34, 26, 26, 34, 18, 34, 18, 24, 28, 22, 30, 24, 28, 28, 24, 26, 26, 30, 22, 32, 20, 34, 18, 32, 20, 24, 28, 26, 26, 34, 18, 14, 38, 28, 24, 26, 26, 24, 28, 32, 20, 
Turn 22,23, 29, 29, 23, 25, 27, 27, 25, 29, 23, 33, 19, 27, 25, 17, 35, 25, 27, 35, 17, 32, 20, 25, 27, 21, 31, 26, 26, 29, 23, 25, 27, 29, 23, 33, 19, 33, 19, 31, 21, 23, 29, 29, 23, 33, 19, 13, 39, 27, 25, 25, 27, 23, 29, 31, 21, 
Turn 23,22, 30, 30, 22, 24, 28, 24, 28, 30, 22, 34, 18, 26, 26, 16, 36, 24, 28, 34, 18, 32, 20, 26, 26, 21, 31, 26, 26, 28, 24, 24, 28, 30, 22, 32, 20, 34, 18, 32, 20, 24, 28, 30, 22, 34, 18, 14, 38, 26, 26, 24, 28, 24, 28, 30, 22, 
Turn 24,21, 31, 29, 23, 26, 26, 25, 27, 29, 23, 33, 19, 27, 25, 15, 37, 26, 26, 35, 17, 33, 19, 25, 27, 21, 31, 27, 25, 29, 23, 23, 29, 31, 21, 30, 22, 32, 20, 33, 19, 23, 29, 29, 23, 35, 17, 13, 39, 27, 25, 25, 27, 26, 26, 31, 21, 
Turn 25,20, 32, 28, 24, 26, 26, 25, 27, 29, 23, 31, 21, 28, 24, 15, 37, 26, 26, 37, 15, 32, 20, 24, 28, 22, 30, 26, 26, 28, 24, 22, 30, 30, 22, 30, 22, 32, 20, 34, 18, 24, 28, 30, 22, 36, 16, 14, 38, 28, 24, 24, 28, 26, 26, 29, 23, 
Turn 26,21, 31, 26, 26, 27, 25, 25, 27, 29, 23, 31, 21, 29, 23, 15, 37, 27, 25, 37, 15, 31, 21, 26, 26, 21, 31, 27, 25, 29, 23, 22, 30, 31, 21, 31, 21, 33, 19, 32, 20, 25, 27, 28, 24, 34, 18, 12, 40, 29, 23, 23, 29, 27, 25, 29, 23, 
Turn 27,23, 29, 26, 26, 28, 24, 26, 26, 30, 22, 34, 18, 28, 24, 16, 36, 26, 26, 34, 18, 32, 20, 26, 26, 22, 30, 24, 28, 28, 24, 22, 30, 31, 21, 32, 20, 34, 18, 32, 20, 21, 31, 28, 24, 34, 18, 12, 40, 31, 21, 24, 28, 26, 26, 30, 22, 
Turn 28,23, 29, 25, 27, 27, 25, 29, 23, 31, 21, 33, 19, 26, 26, 15, 37, 27, 25, 33, 19, 31, 21, 27, 25, 23, 29, 23, 29, 30, 22, 23, 29, 31, 21, 33, 19, 33, 19, 33, 19, 21, 31, 29, 23, 35, 17, 13, 39, 31, 21, 26, 26, 25, 27, 31, 21, 
Turn 29,22, 30, 26, 26, 28, 24, 30, 22, 30, 22, 32, 20, 26, 26, 18, 34, 28, 24, 32, 20, 28, 24, 26, 26, 24, 28, 22, 30, 30, 22, 22, 30, 32, 20, 32, 20, 32, 20, 34, 18, 22, 30, 30, 22, 36, 16, 14, 38, 32, 20, 26, 26, 26, 26, 30, 22, 
Turn 30,21, 31, 27, 25, 29, 23, 31, 21, 29, 23, 31, 21, 27, 25, 19, 33, 27, 25, 31, 21, 27, 25, 27, 25, 23, 29, 23, 29, 31, 21, 23, 29, 31, 21, 33, 19, 31, 21, 33, 19, 23, 29, 31, 21, 35, 17, 15, 37, 33, 19, 27, 25, 27, 25, 29, 23, 
Turn 31,20, 32, 28, 24, 28, 24, 30, 22, 30, 22, 30, 22, 30, 22, 18, 34, 28, 24, 32, 20, 26, 26, 26, 26, 22, 30, 22, 30, 32, 20, 22, 30, 30, 22, 32, 20, 32, 20, 32, 20, 22, 30, 30, 22, 34, 18, 18, 34, 34, 18, 26, 26, 28, 24, 30, 22, 
Turn 32,21, 31, 27, 25, 27, 25, 31, 21, 29, 23, 31, 21, 31, 21, 18, 34, 29, 23, 30, 22, 26, 26, 25, 27, 23, 29, 21, 31, 31, 21, 23, 29, 33, 19, 33, 19, 31, 21, 33, 19, 23, 29, 29, 23, 33, 19, 16, 36, 31, 21, 27, 25, 31, 21, 31, 21, 
Turn 33,22, 30, 26, 26, 28, 24, 32, 20, 28, 24, 32, 20, 32, 20, 18, 34, 28, 24, 30, 22, 26, 26, 24, 28, 24, 28, 24, 28, 32, 20, 24, 28, 32, 20, 32, 20, 32, 20, 34, 18, 24, 28, 30, 22, 34, 18, 16, 36, 30, 22, 28, 24, 30, 22, 30, 22, 
Turn 34,23, 29, 25, 27, 29, 23, 33, 19, 29, 23, 31, 21, 33, 19, 17, 35, 27, 25, 31, 21, 27, 25, 23, 29, 26, 26, 28, 24, 35, 17, 25, 27, 31, 21, 31, 21, 31, 21, 33, 19, 25, 27, 29, 23, 33, 19, 17, 35, 31, 21, 27, 25, 29, 23, 31, 21, 
Turn 35,24, 28, 26, 26, 28, 24, 32, 20, 28, 24, 31, 21, 34, 18, 18, 34, 26, 26, 34, 18, 28, 24, 24, 28, 26, 26, 28, 24, 34, 18, 26, 26, 32, 20, 32, 20, 29, 23, 34, 18, 24, 28, 28, 24, 34, 18, 20, 32, 32, 20, 26, 26, 30, 22, 32, 20, 
Turn 36,25, 27, 27, 25, 29, 23, 33, 19, 27, 25, 31, 21, 33, 19, 19, 33, 25, 27, 35, 17, 29, 23, 23, 29, 27, 25, 29, 23, 33, 19, 27, 25, 31, 21, 32, 20, 29, 23, 35, 17, 25, 27, 27, 25, 34, 18, 19, 33, 33, 19, 25, 27, 29, 23, 31, 21, 
Turn 37,26, 26, 26, 26, 28, 24, 33, 19, 27, 25, 32, 20, 32, 20, 18, 34, 26, 26, 34, 18, 30, 22, 24, 28, 32, 20, 30, 22, 32, 20, 28, 24, 31, 21, 32, 20, 30, 22, 33, 19, 26, 26, 26, 26, 34, 18, 18, 34, 31, 21, 24, 28, 29, 23, 29, 23, 
Turn 38,27, 25, 25, 27, 26, 26, 33, 19, 27, 25, 31, 21, 31, 21, 17, 35, 26, 26, 33, 19, 29, 23, 21, 31, 31, 21, 29, 23, 31, 21, 28, 24, 31, 21, 33, 19, 29, 23, 33, 19, 26, 26, 25, 27, 35, 17, 19, 33, 31, 21, 25, 27, 29, 23, 29, 23, 
Turn 39,27, 25, 26, 26, 26, 26, 32, 20, 28, 24, 32, 20, 30, 22, 18, 34, 26, 26, 30, 22, 28, 24, 19, 33, 32, 20, 28, 24, 31, 21, 28, 24, 32, 20, 32, 20, 30, 22, 34, 18, 26, 26, 23, 29, 36, 16, 20, 32, 32, 20, 26, 26, 30, 22, 30, 22, 
Turn 40,27, 25, 24, 28, 27, 25, 33, 19, 29, 23, 31, 21, 29, 23, 21, 31, 27, 25, 31, 21, 27, 25, 19, 33, 31, 21, 29, 23, 31, 21, 29, 23, 33, 19, 33, 19, 31, 21, 35, 17, 27, 25, 23, 29, 37, 15, 24, 28, 31, 21, 27, 25, 29, 23, 31, 21, 
Turn 41,28, 24, 24, 28, 26, 26, 32, 20, 30, 22, 32, 20, 27, 25, 21, 31, 28, 24, 32, 20, 26, 26, 20, 32, 32, 20, 30, 22, 32, 20, 26, 26, 32, 20, 34, 18, 30, 22, 34, 18, 28, 24, 24, 28, 36, 16, 24, 28, 30, 22, 26, 26, 28, 24, 32, 20, 
Turn 42,29, 23, 25, 27, 27, 25, 31, 21, 31, 21, 31, 21, 27, 25, 21, 31, 27, 25, 34, 18, 27, 25, 21, 31, 33, 19, 31, 21, 29, 23, 27, 25, 31, 21, 31, 21, 33, 19, 31, 21, 27, 25, 23, 29, 37, 15, 23, 29, 31, 21, 24, 28, 29, 23, 31, 21, 
Turn 43,28, 24, 24, 28, 26, 26, 32, 20, 30, 22, 32, 20, 28, 24, 22, 30, 26, 26, 34, 18, 28, 24, 20, 32, 34, 18, 30, 22, 28, 24, 28, 24, 32, 20, 32, 20, 32, 20, 30, 22, 28, 24, 24, 28, 38, 14, 24, 28, 34, 18, 24, 28, 30, 22, 32, 20, 
Turn 44,27, 25, 23, 29, 25, 27, 33, 19, 29, 23, 31, 21, 27, 25, 23, 29, 27, 25, 35, 17, 27, 25, 19, 33, 33, 19, 29, 23, 27, 25, 27, 25, 31, 21, 33, 19, 31, 21, 29, 23, 29, 23, 23, 29, 37, 15, 23, 29, 35, 17, 25, 27, 31, 21, 33, 19, 
Turn 45,26, 26, 22, 30, 24, 28, 32, 20, 28, 24, 32, 20, 28, 24, 22, 30, 28, 24, 36, 16, 26, 26, 20, 32, 34, 18, 28, 24, 26, 26, 26, 26, 30, 22, 32, 20, 32, 20, 25, 27, 28, 24, 22, 30, 41, 11, 22, 30, 34, 18, 24, 28, 32, 20, 32, 20, 
Turn 46,27, 25, 21, 31, 25, 27, 31, 21, 27, 25, 30, 22, 27, 25, 19, 33, 29, 23, 37, 15, 26, 26, 21, 31, 32, 20, 27, 25, 27, 25, 25, 27, 29, 23, 34, 18, 32, 20, 25, 27, 29, 23, 23, 29, 41, 11, 21, 31, 35, 17, 25, 27, 31, 21, 31, 21, 
Turn 47,26, 26, 22, 30, 24, 28, 31, 21, 26, 26, 30, 22, 28, 24, 20, 32, 28, 24, 36, 16, 26, 26, 20, 32, 32, 20, 27, 25, 28, 24, 24, 28, 28, 24, 34, 18, 32, 20, 26, 26, 30, 22, 24, 28, 42, 10, 20, 32, 33, 19, 26, 26, 30, 22, 30, 22, 
Turn 48,27, 25, 23, 29, 25, 27, 31, 21, 27, 25, 31, 21, 29, 23, 19, 33, 29, 23, 35, 17, 27, 25, 21, 31, 33, 19, 27, 25, 29, 23, 23, 29, 26, 26, 35, 17, 35, 17, 25, 27, 29, 23, 23, 29, 41, 11, 21, 31, 33, 19, 27, 25, 29, 23, 29, 23, 
Turn 49,28, 24, 24, 28, 22, 30, 32, 20, 26, 26, 32, 20, 28, 24, 20, 32, 30, 22, 36, 16, 26, 26, 21, 31, 36, 16, 28, 24, 31, 21, 22, 30, 26, 26, 36, 16, 34, 18, 26, 26, 28, 24, 22, 30, 42, 10, 20, 32, 34, 18, 28, 24, 27, 25, 31, 21, 
Turn 50,31, 21, 25, 27, 23, 29, 31, 21, 26, 26, 33, 19, 27, 25, 21, 31, 31, 21, 35, 17, 23, 29, 21, 31, 35, 17, 27, 25, 31, 21, 24, 28, 27, 25, 37, 15, 33, 19, 25, 27, 29, 23, 23, 29, 43, 9, 21, 31, 33, 19, 27, 25, 27, 25, 31, 21, 
Turn 51,33, 19, 26, 26, 25, 27, 32, 20, 26, 26, 32, 20, 28, 24, 19, 33, 30, 22, 36, 16, 24, 28, 22, 30, 34, 18, 26, 26, 30, 22, 24, 28, 26, 26, 38, 14, 34, 18, 26, 26, 30, 22, 21, 31, 41, 11, 22, 30, 36, 16, 26, 26, 28, 24, 32, 20, 
Turn 52,33, 19, 27, 25, 25, 27, 31, 21, 27, 25, 33, 19, 27, 25, 19, 33, 32, 20, 34, 18, 25, 27, 21, 31, 35, 17, 25, 27, 29, 23, 25, 27, 25, 27, 37, 15, 35, 17, 25, 27, 30, 22, 21, 31, 41, 11, 23, 29, 37, 15, 25, 27, 29, 23, 31, 21, 
Turn 53,34, 18, 27, 25, 26, 26, 30, 22, 26, 26, 32, 20, 28, 24, 20, 32, 32, 20, 34, 18, 24, 28, 22, 30, 36, 16, 24, 28, 30, 22, 26, 26, 26, 26, 36, 16, 34, 18, 24, 28, 30, 22, 22, 30, 42, 10, 25, 27, 38, 14, 26, 26, 28, 24, 32, 20, 
Turn 54,35, 17, 27, 25, 27, 25, 29, 23, 27, 25, 31, 21, 28, 24, 19, 33, 33, 19, 35, 17, 25, 27, 23, 29, 37, 15, 25, 27, 31, 21, 25, 27, 25, 27, 37, 15, 35, 17, 25, 27, 31, 21, 19, 33, 41, 11, 25, 27, 37, 15, 27, 25, 31, 21, 33, 19, 
Turn 55,36, 16, 28, 24, 28, 24, 32, 20, 26, 26, 32, 20, 28, 24, 18, 34, 32, 20, 34, 18, 24, 28, 22, 30, 38, 14, 26, 26, 32, 20, 24, 28, 26, 26, 36, 16, 34, 18, 24, 28, 30, 22, 18, 34, 40, 12, 24, 28, 38, 14, 27, 25, 32, 20, 32, 20, 
Turn 56,35, 17, 29, 23, 27, 25, 33, 19, 27, 25, 31, 21, 27, 25, 17, 35, 31, 21, 35, 17, 23, 29, 23, 29, 40, 12, 27, 25, 31, 21, 25, 27, 25, 27, 36, 16, 34, 18, 25, 27, 29, 23, 15, 37, 39, 13, 25, 27, 38, 14, 27, 25, 33, 19, 33, 19, 
Turn 57,34, 18, 28, 24, 26, 26, 31, 21, 28, 24, 30, 22, 28, 24, 16, 36, 30, 22, 34, 18, 26, 26, 20, 32, 40, 12, 28, 24, 30, 22, 24, 28, 24, 28, 36, 16, 34, 18, 24, 28, 30, 22, 16, 36, 39, 13, 26, 26, 38, 14, 28, 24, 32, 20, 34, 18, 
Turn 58,33, 19, 31, 21, 25, 27, 31, 21, 29, 23, 30, 22, 25, 27, 17, 35, 31, 21, 35, 17, 24, 28, 21, 31, 41, 11, 29, 23, 31, 21, 25, 27, 23, 29, 37, 15, 35, 17, 24, 28, 29, 23, 15, 37, 39, 13, 27, 25, 39, 13, 29, 23, 31, 21, 33, 19, 
Turn 59,34, 18, 28, 24, 26, 26, 32, 20, 28, 24, 30, 22, 26, 26, 18, 34, 32, 20, 34, 18, 24, 28, 19, 33, 40, 12, 30, 22, 32, 20, 26, 26, 24, 28, 38, 14, 36, 16, 24, 28, 28, 24, 16, 36, 40, 12, 28, 24, 38, 14, 30, 22, 30, 22, 34, 18, 
Turn 60,35, 17, 27, 25, 25, 27, 31, 21, 29, 23, 29, 23, 27, 25, 19, 33, 33, 19, 35, 17, 25, 27, 19, 33, 41, 11, 32, 20, 32, 20, 27, 25, 25, 27, 41, 11, 35, 17, 25, 27, 29, 23, 16, 36, 41, 11, 27, 25, 39, 13, 31, 21, 31, 21, 32, 20, 
Turn 61,35, 17, 26, 26, 26, 26, 32, 20, 30, 22, 30, 22, 28, 24, 19, 33, 32, 20, 36, 16, 24, 28, 20, 32, 40, 12, 32, 20, 32, 20, 26, 26, 26, 26, 40, 12, 36, 16, 28, 24, 30, 22, 16, 36, 42, 10, 28, 24, 40, 12, 32, 20, 33, 19, 32, 20, 
Turn 62,35, 17, 25, 27, 25, 27, 31, 21, 29, 23, 31, 21, 29, 23, 19, 33, 31, 21, 36, 16, 25, 27, 21, 31, 38, 14, 33, 19, 33, 19, 27, 25, 24, 28, 41, 11, 37, 15, 29, 23, 29, 23, 17, 35, 43, 9, 27, 25, 41, 11, 31, 21, 33, 19, 33, 19, 
Turn 63,36, 16, 24, 28, 26, 26, 30, 22, 30, 22, 32, 20, 30, 22, 20, 32, 31, 21, 36, 16, 26, 26, 22, 30, 38, 14, 32, 20, 30, 22, 27, 25, 24, 28, 40, 12, 38, 14, 26, 26, 30, 22, 16, 36, 39, 13, 28, 24, 40, 12, 32, 20, 34, 18, 32, 20, 
Turn 64,37, 15, 22, 30, 26, 26, 29, 23, 28, 24, 31, 21, 29, 23, 21, 31, 31, 21, 37, 15, 25, 27, 21, 31, 39, 13, 31, 21, 31, 21, 27, 25, 25, 27, 40, 12, 39, 13, 27, 25, 32, 20, 15, 37, 39, 13, 27, 25, 40, 12, 31, 21, 35, 17, 29, 23, 
Turn 65,36, 16, 22, 30, 26, 26, 26, 26, 28, 24, 32, 20, 30, 22, 24, 28, 32, 20, 36, 16, 24, 28, 22, 30, 36, 16, 32, 20, 30, 22, 28, 24, 26, 26, 40, 12, 38, 14, 26, 26, 32, 20, 10, 42, 40, 12, 28, 24, 40, 12, 30, 22, 36, 16, 28, 24, 
Turn 66,37, 15, 23, 29, 27, 25, 27, 25, 29, 23, 33, 19, 28, 24, 23, 29, 33, 19, 35, 17, 23, 29, 23, 29, 35, 17, 31, 21, 31, 21, 27, 25, 25, 27, 41, 11, 36, 16, 25, 27, 33, 19, 11, 41, 41, 11, 26, 26, 41, 11, 29, 23, 35, 17, 29, 23, 
Turn 67,36, 16, 24, 28, 24, 28, 25, 27, 28, 24, 34, 18, 28, 24, 24, 28, 34, 18, 34, 18, 22, 30, 22, 30, 34, 18, 30, 22, 32, 20, 26, 26, 24, 28, 42, 10, 36, 16, 28, 24, 32, 20, 9, 43, 40, 12, 26, 26, 40, 12, 28, 24, 36, 16, 28, 24, 
Turn 68,37, 15, 23, 29, 23, 29, 25, 27, 27, 25, 35, 17, 29, 23, 23, 29, 31, 21, 33, 19, 23, 29, 21, 31, 35, 17, 29, 23, 33, 19, 25, 27, 25, 27, 41, 11, 37, 15, 28, 24, 31, 21, 9, 43, 39, 13, 25, 27, 41, 11, 28, 24, 37, 15, 27, 25, 
Turn 69,36, 16, 24, 28, 24, 28, 26, 26, 24, 28, 34, 18, 30, 22, 22, 30, 30, 22, 32, 20, 24, 28, 21, 31, 37, 15, 30, 22, 32, 20, 24, 28, 28, 24, 40, 12, 36, 16, 28, 24, 30, 22, 10, 42, 40, 12, 26, 26, 38, 14, 28, 24, 36, 16, 26, 26, 
Turn 70,36, 16, 23, 29, 23, 29, 25, 27, 25, 27, 36, 16, 29, 23, 20, 32, 29, 23, 36, 16, 25, 27, 21, 31, 37, 15, 29, 23, 32, 20, 23, 29, 29, 23, 39, 13, 37, 15, 29, 23, 29, 23, 11, 41, 38, 14, 25, 27, 40, 12, 29, 23, 37, 15, 24, 28, 
Turn 71,36, 16, 22, 30, 22, 30, 24, 28, 24, 28, 36, 16, 28, 24, 20, 32, 30, 22, 36, 16, 23, 29, 22, 30, 38, 14, 29, 23, 32, 20, 22, 30, 28, 24, 35, 17, 38, 14, 28, 24, 28, 24, 12, 40, 38, 14, 26, 26, 40, 12, 30, 22, 37, 15, 24, 28, 
Turn 72,37, 15, 21, 31, 23, 29, 23, 29, 25, 27, 35, 17, 29, 23, 21, 31, 29, 23, 37, 15, 23, 29, 23, 29, 37, 15, 29, 23, 33, 19, 21, 31, 29, 23, 35, 17, 39, 13, 27, 25, 27, 25, 12, 40, 39, 13, 27, 25, 41, 11, 29, 23, 37, 15, 25, 27, 
Turn 73,36, 16, 20, 32, 22, 30, 24, 28, 26, 26, 36, 16, 28, 24, 20, 32, 31, 21, 36, 16, 24, 28, 24, 28, 38, 14, 30, 22, 32, 20, 22, 30, 28, 24, 36, 16, 42, 10, 28, 24, 26, 26, 12, 40, 40, 12, 28, 24, 40, 12, 30, 22, 38, 14, 26, 26, 
Turn 74,35, 17, 21, 31, 21, 31, 25, 27, 25, 27, 37, 15, 29, 23, 19, 33, 31, 21, 35, 17, 23, 29, 25, 27, 39, 13, 31, 21, 33, 19, 23, 29, 28, 24, 37, 15, 42, 10, 29, 23, 25, 27, 13, 39, 41, 11, 27, 25, 39, 13, 31, 21, 39, 13, 25, 27, 
Turn 75,36, 16, 20, 32, 22, 30, 26, 26, 24, 28, 38, 14, 28, 24, 18, 34, 32, 20, 34, 18, 22, 30, 26, 26, 40, 12, 30, 22, 32, 20, 22, 30, 28, 24, 38, 14, 42, 10, 28, 24, 27, 25, 12, 40, 42, 10, 28, 24, 38, 14, 30, 22, 38, 14, 26, 26, 
